x,y
95.2685343567282,49.47487657119604
93.60025157220662,53.52265250717091
25.96882099751383,52.70335977529656
42.122288956306875,49.15672610557328
67.57280640304089,40.868856637254495
93.50895297247916,48.00293478231642
23.242069338448346,39.20346711217313
10.217232955619693,40.44879451952539
7.291809492744505,59.58177035487212
42.376852105371654,74.66443611283464
0.323494547046721,57.37911282186863
97.73284869734198,43.79064342747277
87.85825830418617,52.69783466150458
68.78021622542292,42.228041288813316
14.967166818678379,60.880496195727915
39.324721158482134,55.10628167931548
62.943559465929866,60.39582584541692
30.17431660555303,65.0248335884395
11.248404113575816,33.67261945629018
11.659517139196396,34.93197375914164
58.92851080279797,38.64678155971628
22.28329977951944,48.65294592564339
53.73633613344282,52.449876886077696
74.93889890611172,46.781675807505195
46.96411543991417,62.96149020609677
44.34432308189571,58.30856299422776
38.505341741256416,31.621326747116154
20.817787293344736,44.30644590496174
33.98916751611978,62.78737885883798
22.388422512449324,43.12676690155571
6.151799997314811,49.42239763823899
92.58789124432951,57.2380519255296
76.3266233028844,42.96309551249975
17.41849964018911,53.80282318408782
62.47236388735473,34.88336440006846
22.417626716196537,43.47984036907343
24.326218268834054,57.785591521010936
86.93610187619925,57.483953964940234
39.47402606718242,52.08598602171177
98.65097075235099,52.37553028983842
31.200114474631846,44.826239218204385
7.427451596595347,61.425303224009376
97.03704623971134,46.25973865187302
58.17710333503783,39.85653556521656
98.90181336086243,50.07347234883289
28.563023800961673,56.50517608535996
34.01107748504728,40.858428318852276
60.13195784762502,28.55165097471534
8.343885676003993,46.237275920337176
56.24569293577224,53.113383642936505
45.15596793498844,50.986975296019935
49.212808441370726,65.24648710359718
87.90666742715985,34.51835331274815
28.65944216027856,43.717258574451
12.17398012522608,33.776012124133494
39.76247936952859,50.351461729492875
23.94118949305266,42.934390278824154
33.701279666274786,44.879465652530904
56.581674073822796,41.80039455266498
63.6139057809487,47.08507720328071
76.96156990714371,45.66855585088208
48.7961815437302,52.98484902192445
47.22759516444057,43.588793702821924
15.453084278851748,51.554199643473154
98.51165029685944,68.60174554904111
0.790781993418932,45.60387651110699
11.8438052944839,48.01355729461377
60.080864862538874,47.932771854673796
49.64935667812824,32.357921545404096
60.086361737921834,55.07840108153396
40.810127020813525,46.34182612059407
3.479783679358661,40.967937627754765
16.006629611365497,47.47468914333238
87.80275681056082,39.08782557507792
85.70541371591389,73.92808736969583
74.88033059053123,44.19517973141528
58.54159153532237,57.4587376238905
21.492913807742298,39.169474490454
44.176462828181684,50.61864617975553
1.127338968217373,50.3325298646468
93.13847348093987,42.080058136448145
28.075838973745704,55.39862097981516
99.25477271899581,40.26788872565891
7.0265020010992885,46.58849738530783
34.154211170971394,53.13608569198422
35.85169443394989,64.8268876405496
87.00899952091277,57.52694530591487
33.745906851254404,48.73957687597309
0.1815488561987877,69.19591521568609
50.66250031813979,57.6054082523084
83.2778955809772,64.27615139063579
83.25006135273725,43.27475657978773
24.901761580258608,57.43590423868695
23.217404470779,45.90505548191853
10.015830444172025,47.37524910764351
36.83806553017348,54.549979970818995
59.19962951447815,63.24202487631646
92.22625466063619,39.65929514423141
93.5057187685743,65.65920523988018
54.1035839356482,44.67156586990342
11.000303202308714,52.776828738513856
44.338474865071476,57.41598299501318
47.77131322771311,51.71137536303412
15.802703867666423,47.98342724345371
52.17430326156318,53.04349358865018
1.4402561588212848,49.065483018963675
82.46646968182176,34.970807073714525
63.435824401676655,61.0166053062896
51.842046598903835,65.39425419490978
78.2772293779999,45.05267222872266
23.497457918711007,52.44744341965821
89.01242499705404,49.68026749854269
1.9910991424694657,45.48687480138244
4.5642881421372294,60.67299111221527
56.71306592412293,37.224900543095295
69.23982021398842,49.66458825085095
63.83888740092516,31.954102903372423
94.70823970623314,43.88208288818559
96.34203123860061,38.424304557933624
38.440975081175566,61.3024504732269
57.048740331083536,55.84182990015016
56.231228075921535,40.486558290445856
36.42815581988543,31.912207560778477
68.74236720614135,58.93326749251426
88.15286345779896,44.86043246173084
62.98340908251703,54.54106094369521
51.7642674036324,43.706604685823805
97.76922729797661,62.93148874685213
87.04930271487683,43.61567129777053
46.85650388710201,58.809635655342674
99.6572840726003,65.37542064812004
7.054833206348121,53.88494042532652
8.71078532654792,42.866547537194265
99.58264473825693,37.03825135865932
57.56353966426104,51.88930130376557
6.574042188003659,54.16447059326471
97.62648881878704,45.60652457523681
49.100833176635206,50.33415471358254
94.19927541166544,57.483938311562845
62.52880992833525,20.565872291216007
16.234650369733572,28.844117503087134
44.95443378109485,64.37841929802406
64.34202243108302,43.120000217126005
50.65780193544924,51.80533287753368
67.97041590325534,53.797763242420835
1.0523449629545212,51.63546201909392
94.42182378843427,45.86875215697321
27.598624560050666,53.88286934303073
14.802216179668903,45.00726585571487
47.54428397864103,40.19627259939273
19.892906164750457,52.6852842775552
63.66758749354631,39.17829584123689
8.8228969136253,71.9326513630545
94.85331431496888,45.42145971697325
26.959334616549313,83.46889857046702
38.98328684736043,64.04125846811111
15.954584954306483,32.431171597512545
88.50366829428822,58.676281301815116
69.69855153001845,49.42448716857302
11.537467502057552,44.11187833139531
20.840813568793237,40.5440554520283
0.7287658983841538,62.75867954215961
8.285272936336696,45.40442186238619
60.87098466232419,58.87667771304051
33.9223645394668,56.10268419771859
55.341337993741035,20.71754596441938
89.35928593855351,57.14307889341455
91.4889620617032,61.00191273211104
78.48438175860792,36.33027683153735
11.348322965204716,39.49499594066378
22.65591314062476,46.38054182242871
46.32721075322479,50.89458322865688
70.77525770291686,48.28244384446862
51.41812548972666,47.314052273914434
72.77593710459769,44.7552677416727
55.00463214702904,46.78232105041492
33.89783843886107,56.15039833149993
24.71990662161261,50.08155399397744
11.471078405156732,42.443857900927604
81.93794616963714,52.06369377590068
63.30562268849462,62.02174150953959
51.617584424093366,66.78052027600006
50.303277745842934,46.48246418771095
91.24056173022836,53.46150723471439
51.70962673146278,48.849954233138874
90.91507093980908,36.932556020783
88.30268552992493,38.92784996186973
13.546810275875032,31.23801252545144
61.52577754110098,51.98884188840974
81.68325077276677,54.079749252869156
38.22186733596027,52.12967396126892
94.87975474912673,57.43173604965141
51.86696071177721,54.02637310657818
85.79102067742497,42.62670543234101
51.806560484692454,56.786111299579794
19.060929329134524,62.600584162929344
71.46497485227883,70.12185807129758
36.944540799595416,43.08699676767226
80.20760547369719,60.39482528758719
32.0616478798911,60.27094159819407
