This file contains data on the eggs laid from 9 medflies.
Columns are 1: medfly ID, 2: age in days, 3: number of eggs 
Missing is coded as -99 or "eggs not counted"

ID_1;1;0
ID_1;2;0
ID_1;3;0
ID_1;4;0
ID_1;-99;0
ID_1;6;0
ID_1;7;0
ID_1;8;0
ID_1;9;0
ID_1;10;0
ID_1;11;27
ID_1;12;49
ID_1;13;37
ID_1;14;74
ID_1;15;54
ID_1;16;-99
ID_1;17;43
ID_1;18;95
ID_1;19;37
ID_1;20;57
ID_1;21;76
ID_1;22;58
ID_1;23;73
ID_1;24;65
ID_1;25;38
ID_2;1;0
ID_2;2;0
ID_2;3;0
ID_2;4;0
ID_2;5;0
ID_2;6;0
ID_2;7;0
ID_number_2;8;55
ID_number_2;9;16
ID_number_2;10;48
ID_number_2;11;45
ID_number_2;12;98
ID_number_2;13;42
ID_number_2;14;86
ID_number_2;15;87
ID_number_2;16;138
ID_number_2;17;70
ID_2;18;93
ID_2;19;90
ID_2;20;104
ID_2;21;64
ID_2;22;37
ID_2;23;60
ID_2;24;52
ID_2;25;61
ID_4;1;0
ID_4;2;0
ID_4;3;0
ID_4;4;7
ID_4;5;18
ID_4;6;45
ID_4;7;9
ID_4;8;101
ID_4;9;40
ID_4;10;98
ID_4;11;69
ID_4;12;93
ID_4;13;49
ID_4;14;83
ID_4;15;58
ID_4;-99;104
ID_4;17;64
ID_4;18;60
ID_4;19;61
ID_4;20;44
ID_4;21;4
ID_4;22;56
ID_4;23;54
ID_4;24;67
ID_4;25;37
ID_5;1;0
ID_5;2;0
ID_5;3;0
ID_5;4;0
ID_5;5;0
ID_5;6;46
ID_5;7;0
ID_5;8;"eggs not counted"
ID_5;9;0
ID_5;10;41
ID_5;11;0
ID_5;12;82
ID_5;13;45
ID_5;14;41
ID_5;15;48
ID_5;16;74
ID_5;17;17
ID_5;18;50
ID_5;19;83
ID_5;20;12
ID_5;21;40
ID_5;22;18
ID_5;23;"eggs not counted"
ID_5;24;34
ID_5;25;49
ID_6;1;0
ID_6;2;0
ID_6;3;0
ID_6;4;0
ID_6;5;0
ID_6;6;0
ID_6;7;9
ID_6;8;80
ID_6;9;50
ID_6;10;73
ID_6;11;67
ID_6;12;78
ID_6;13;50
ID_6;14;76
ID_6;15;"eggs not counted"
ID_6;16;90
ID_6;17;48
ID_6;18;73
ID_6;19;52
ID_6;20;68
ID_6;21;57
ID_6;22;63
ID_6;23;43
ID_6;24;57
ID_6;25;41
ID_7;1;0
ID_7;2;0
ID_7;3;0
ID_7;4;0
ID_7;5;0
ID_7;6;"eggs not counted"
ID_7;7;9
ID_7;8;69
ID_7;9;31
ID_7;10;69
ID_7;11;59
ID_7;12;77
ID_7;13;58
ID_7;14;45
ID_7;15;59
ID_7;16;107
ID_7;17;41
ID_7;18;83
ID_7;19;57
ID_7;20;59
ID_7;21;40
ID_7;22;56
ID_7;23;50
ID_7;24;52
ID_7;25;50
ID_8;1;0
ID_8;2;0
ID_8;3;0
ID_8;4;0
ID_8;5;0
ID_8;6;0
ID_8;7;0
ID_8;8;21
ID_8;9;14
ID_8;10;-99
ID_8;11;32
ID_8;12;80
ID_8;13;34
ID_8;14;61
ID_8;15;67
ID_8;16;63
ID_8;17;50
ID_8;18;49
ID_8;19;55
ID_8;20;53
ID_8;21;35
ID_8;22;57
ID_8;23;"eggs not counted"
ID_8;24;30
ID_8;25;42
ID_9;1;0
ID_9;2;0
ID_9;3;0
ID_9;4;0
ID_9;5;0
ID_9;6;0
ID_9;7;0
ID_9;8;19
ID_9;9;0
ID_9;10;0
ID_9;11;0
ID_9;12;52
ID_9;13;16
ID_9;14;17
ID_9;15;33
ID_9;16;49
ID_9;17;25
ID_9;18;52
ID_9;19;38
ID_9;20;5
ID_9;21;30
ID_9;22;30
ID_9;23;17
ID_9;24;41
ID_9;25;34
